val_loss,val_IoU,loss,IoU
0.45603157292108165,0.3826529578077947,0.48699919229898697,0.3583655601255914
0.3966957276982811,0.44530822023301675,0.3480919339717963,0.4917760453163049
0.37413703065061776,0.4687352502806504,0.3304649652578892,0.5118663856106945
0.37396057276255074,0.4696851932951309,0.3190685225348187,0.5242448843951918
0.38049418220192577,0.4613116166110714,0.285693283773895,0.5613755484422048
0.3561900987133959,0.48320629284617217,0.26697744110710603,0.5834171731247861
0.39333539817466245,0.4398323499593612,0.2531899916820037,0.6007991112195529
0.3393983628616824,0.49961474397151767,0.24591910431527683,0.6099041359037416
0.3431598183423153,0.4979856523321422,0.2356646198492784,0.6228462875398815
0.33075353464855145,0.5092891518650137,0.23293107900864038,0.6265132437404405
0.354692145222758,0.4809386264612746,0.22776055947328225,0.6331013782411559
0.34695200807546855,0.48912585651414076,0.22629561943885607,0.6351001879088899
0.33866050417331156,0.49959286241572304,0.22376875082651773,0.6384658278563083
0.3286710483833444,0.5110129992849325,0.22283682914880606,0.6396010258258917
0.33482222930556205,0.5033523611756353,0.2215075885128771,0.641412404867319
0.33786398300285503,0.49993259251885147,0.22008877534132737,0.64331234469373
0.32649793466273297,0.5127924317454063,0.21984784063111004,0.6435869952552339
0.32548821253837945,0.5141595425523914,0.21909743343663013,0.6445631186167399
0.32693234866269155,0.5151066918229852,0.21810915633144543,0.645914541859912
0.31694522333759095,0.5252103971821044,0.2175876854831337,0.6466149575689919
0.35368652174912807,0.48625415972885655,0.21694594570714185,0.647435382900075
0.34241871644498967,0.49447820984754437,0.21617038076759404,0.6484942064326034
0.3272852032992973,0.5123709649998742,0.21523422970731035,0.6497528502064892
0.3323107410398164,0.5062496917953818,0.21487585397867057,0.6502303802050077
0.3357555101357816,0.5057507267325733,0.21413157689265716,0.6512207735298027
0.3511131989086135,0.4847149480565935,0.21432522168526283,0.6509626079828311
0.34153263328413086,0.49541733090969625,0.2130404461143363,0.6526840069355109
0.3321192927114953,0.506250888748742,0.21340416537390816,0.6521977685455583
0.3466398388531075,0.48987938329385583,0.21251874143241817,0.6533883733627124
0.3367076879407203,0.5010341019589502,0.21288303126636735,0.6529014197170225
0.3646708967348025,0.47042333516951795,0.21268081104653513,0.6531788446964362
0.36218375581528495,0.47292422327360883,0.2116044433707865,0.6546127933722276
0.3315880846056304,0.5070279445259356,0.21142130580722776,0.6548846797046498
0.3255764077149747,0.514801658785906,0.212011298053285,0.6541058558684129
0.3240452838557984,0.5157910500984847,0.21178334340071067,0.6543950891902304
0.3422255991866149,0.49491621752153653,0.21004560054876867,0.6567349902585021
0.33811948892896265,0.49935807741762744,0.21022871060249132,0.6564000687028608
0.32676160565773305,0.5125267812622464,0.2062420936731192,0.6617563152924563
0.36561752312173146,0.46896211579122254,0.19590227420513445,0.6759380448577751
0.33087846393748926,0.5082163580497447,0.1886580550772512,0.6861979395915301
0.34850024486304354,0.4870940157783901,0.1825640965730716,0.6950206690364413
0.3544403127846288,0.48078497847774,0.17965144224655935,0.6993702670447847
0.3701323723588379,0.4635208755603676,0.1785077585114373,0.7010867407179286
0.36194568718963427,0.47306630309559244,0.1755050762086852,0.7054806993557856
0.3198908477893715,0.5193678319710007,0.17434217175866804,0.7073009467532492
0.33477507742689405,0.5033596894771756,0.17221726566298395,0.7103586522941916
0.35255182301026045,0.4833030391148743,0.17115554238995936,0.7119137563257136
0.33404040924980916,0.5032832049504882,0.16969142459396624,0.7140665981504652
0.31615663265465666,0.5243380141360565,0.16910669487765712,0.7148894774608123
0.32277948764260744,0.5169782211340548,0.16884000535704133,0.7153719337577493
0.3350820275335353,0.5026476887162663,0.16777343831510624,0.7169497970841888
0.3276247804256979,0.5107575125448693,0.16783576082979512,0.7168180203845358
0.3371128772461363,0.5005651768696666,0.16723330459024152,0.717750703677153
0.35714667370390996,0.4783040927203428,0.16698025740109956,0.7181273561257583
0.3279141860458472,0.511514176114946,0.16652159507458025,0.7188002737159402
0.326126941283885,0.5126372839248231,0.16703430760619986,0.718152042128082
0.3501074429233698,0.4862446759391752,0.16476957207052118,0.7214229504267374
0.32725804046499885,0.5115794268288838,0.16455352459198389,0.7217391225007864
0.3370692883438307,0.500385932144689,0.16450802790812957,0.7218024705210303
0.34403391585329574,0.49304539732666997,0.16516844227782682,0.7209296150085254
0.31914172893941656,0.5218064524073458,0.16413654119540483,0.7223999867072473
0.3439161227496397,0.4927011930379745,0.16362780842006716,0.7231340214737461
0.3330076725697824,0.5052955222232147,0.16371663717123178,0.7230227829044701
0.32593079953746223,0.5134760883233066,0.16602346122774303,0.7198919078223726
0.3310261880379378,0.5075844319081614,0.1631617413626777,0.7238583717590723
0.3194582359985221,0.5202211399958369,0.16391262233766735,0.7227229328237028
0.3263096837526739,0.5127576131677423,0.1634415352446401,0.7234329168613141
0.33723594855852906,0.5004811338089055,0.16233384762054834,0.7251111299563677
0.33890403672860925,0.4986170937063356,0.16321645231328458,0.7238074036744925
0.32897331172304606,0.5101733632353754,0.1620322073626722,0.7255422248799577
0.33116569744159224,0.5076688755735307,0.1619974558170025,0.7256289751101763
0.31810945835236315,0.5228010390449491,0.16227654106596595,0.7252147763203352
0.3408604514956986,0.4960553397948138,0.16178096919997126,0.7259418526266375
0.32745443035092986,0.5116840805618548,0.16130878222294343,0.7266620025675521
0.3349088722032539,0.5031513891506605,0.1612096943406977,0.7268207358498858
0.3382944155148682,0.49914869781215815,0.16117810235064253,0.7268550992012024
0.34205341901901964,0.49501316562742637,0.16147015084568253,0.7264106406105889
0.3254234084755566,0.513443451838432,0.16088986142068848,0.7272655597099891
0.3283901209483331,0.5104770199935323,0.16081377379914635,0.7274032275900881
0.318190537041349,0.5229950017683496,0.16130465676641872,0.7266593942275414
0.32033935688084286,0.5194950354457413,0.1608990176111205,0.7272723383373685
0.3386569081969527,0.49903925600993276,0.161575787087791,0.7264137757130158
0.3375874985441118,0.5000170630446831,0.16091060638427734,0.7272401360365061
0.3308297692450331,0.5079845663303981,0.16061157395697048,0.7277145716879103
0.31652840396365384,0.5246268137330149,0.16055267336022142,0.7277960558222909
0.33134968521257324,0.5073742030004575,0.16022711380934104,0.7283084275376084
0.32641404918335026,0.5128360592756148,0.16009327743807408,0.7284890443850787
0.33137553648887275,0.5074021665323446,0.16019477192153278,0.7283378447222913
0.33153295337898026,0.5070254490610867,0.1601026139707647,0.728444716359815
0.33725640906796434,0.500691595763096,0.1597235717325129,0.7290348293434861
0.33697890467909786,0.5008514630948013,0.15965889305131048,0.7291358378198411
0.3327313991575282,0.5057136081318998,0.159564219478868,0.7292908954824138
0.3287508459561884,0.5101697194218124,0.15950694552853575,0.7293838665016696
0.3253994016176641,0.5138879177908018,0.15949630075030857,0.7293974645117409
0.3264301355304636,0.5130162934888586,0.15938179513328096,0.7295576043618031
0.325220334939179,0.5144311967325824,0.1592076502294622,0.7298257035067958
0.3185058468912804,0.522083431866036,0.15944418693200135,0.7294599979351728
0.32725117927968755,0.5117882188297648,0.15927307931785908,0.7297154919713991
0.32887644368691504,0.5104408993229845,0.15916960005067352,0.7298734886014563
0.3299110623899959,0.5090826923755105,0.1592138975094526,0.7298029284191947
0.32689572403870937,0.5123783022549019,0.15896043206891444,0.7302038526942587
0.3249427356433459,0.5149930446956291,0.1588728071277977,0.7303329920157408
0.32736580029066026,0.5116510416816744,0.15946004329583582,0.7294723274361374
0.33088260172774353,0.507780452910411,0.1589085128572252,0.7302729039110689
0.313325251632494,0.5284858811566758,0.15882095923790565,0.7304306127067305
0.3310468368264227,0.5074556794800984,0.15865837610684907,0.7306643525759379
0.3335226810029648,0.5049032696838542,0.1585292189549177,0.7308643613106165
0.3261168018431111,0.5131846354243069,0.15912046952125353,0.7299597788060832
0.3480037854976408,0.4881911364747731,0.15874317568591517,0.730508930153317
0.3243192324310925,0.5158359566983235,0.15847613770737606,0.7309262156486511
0.3301107686476646,0.5084061011224346,0.15842271971906352,0.7310179319137182
0.32277242385266675,0.5175069639611142,0.15870203829219198,0.7305903353242793
0.32195853138174624,0.5185202746432227,0.1585565769774282,0.7308110421539372
0.33411126766082044,0.5040019111060278,0.15845264634515485,0.7309669358098608
0.325836368384791,0.5135369825260834,0.15817837327973455,0.7313844958941141
0.3282471959171377,0.5106176066296295,0.1581986628027044,0.7313652558204455
0.3251616642710477,0.5142317097074484,0.1587056568545154,0.7306088611610935
0.33996760128905334,0.49730125901013483,0.15817227526607677,0.7314028159165994
0.3249684475010557,0.5144824175875586,0.1581483890867641,0.7314251732622457
0.3354076067777151,0.5026116721619864,0.1583820387848422,0.7310667837786878
